2.206995400908837723e-01,-6.727255386356878475e-02,2.036589818889357195e-01
-8.573143650397430093e-02,8.579435010519085303e-01,8.733357837976463145e-01
-1.830511778309646953e-01,1.372858587474632408e-01,7.892735118411505768e-01
-1.191785077939018223e+00,1.544808264172390810e+00,7.564701722524981298e-01
1.221629093844613489e+00,-7.486256874681536111e-01,4.810031085435835241e-01
-1.594848165579528132e+00,-1.514311396869418846e-01,8.017546119245106961e-01
-1.717883099881274411e+00,4.544961257765360862e-01,9.673692272893167354e-01
2.037529153832743578e+00,1.132071750403819355e+00,1.118433389707913506e-01
-1.260714996885742289e+00,1.266663972043310160e+00,5.025657732697491609e-01
1.363548821470678796e+00,1.230925616701969094e+00,5.367874687458731309e-01
-1.887170482548632844e+00,-4.116737058438149077e-01,8.630661064302925789e-01
-1.784426966018109795e+00,-2.078056813164308014e+00,1.694433190006154888e-01
-1.439109200643037045e+00,1.231337598452603377e+00,3.133906527751328941e-02
1.954316222864649344e+00,1.321951646754078169e+00,8.698356156475561818e-02
-1.484103772819370892e+00,-1.416239177688941142e+00,2.428985775322837215e-01
-1.662787501611193708e+00,1.554193312134799498e+00,1.256381038430748331e-01
2.059872832790698549e+00,-4.449873365443857143e-01,1.987793127927535153e-01
-7.207085637402714795e-01,-1.312984679494607176e+00,6.326212056465956302e-01
1.290262171310135209e+00,1.161319322834425627e+00,5.097765042932478341e-02
8.148960745366391478e-01,-4.851245248381497177e-02,4.390469913349255293e-01
1.624947222690736659e+00,1.362864216423772312e+00,5.736613096631848485e-02
-8.336662020193184031e-01,9.467806595304217865e-02,4.779100549041757073e-01
1.944995895304604705e+00,-1.876304938930597466e-01,5.113012233360494374e-01
-1.343308463676758713e+00,-4.975341446728887007e-01,3.904331641846146006e-01
1.558684290572208919e+00,-2.985253118592587906e-01,9.470078650978810408e-01
-1.295607156210755395e+00,1.550171794842625683e+00,3.071832086028896125e-01
-7.873871808911494519e-01,1.222251748232623392e-01,7.845187980730715660e-01
1.670032439457468598e+00,1.241609332887367856e-01,5.663027286304496144e-01
9.290337764956837496e-01,-1.239443886462217259e+00,5.036835074651596633e-01
4.246040992007245052e-01,1.360808261714210321e+00,5.236572959683827300e-02
-1.085504084687589188e+00,1.131240285123022105e+00,7.089516471977631573e-01
-5.497570286242581261e-01,-1.795869349641098678e+00,2.370790338964922084e-01
5.669991009173820373e-01,1.670343705890449559e+00,3.275303865431827832e-01
-8.243846268228025576e-01,-1.368766762949847227e+00,1.269294491605301722e-01
1.955589580018003648e+00,-5.253214941275772265e-01,3.265123963696537901e-01
-1.746559939611789014e+00,-7.547837044660825612e-01,8.051365373686857341e-01
7.887142289555568730e-01,1.180615091936688898e+00,3.556294486161774016e-01
-1.391228577358857965e+00,1.867513005487259736e+00,4.949026026307524750e-01
-6.594661422950220953e-02,6.648830811887136427e-01,1.088395167179824208e-01
-8.544973666854314143e-01,-1.269111507980046127e+00,2.884406677685816822e-01
-5.158758686320235043e-01,1.223475455018828040e+00,4.618872876255695203e-01
-5.923754428330394450e-01,-1.130326212021425913e+00,4.022430220637148723e-01
1.483865064577850390e+00,-1.224996674881392078e+00,1.931627840440570676e-01
