-1.282757694608099630e+00,2.063256517776802301e+00,3.722562617775042604e-01
1.574337023389090096e+00,-1.009773037037060783e+00,8.759517666153326942e-01
-1.140436799438437454e+00,-5.933684589294248024e-01,4.149123416489687299e-01
1.706036757730672093e+00,-6.000955828251397506e-02,7.734853541862940496e-01
-1.146469273725170268e-02,-6.020695096058126250e-01,2.521974919108859181e-01
-8.129907791937343031e-01,8.076145232772127258e-01,8.022086449042947764e-01
-1.719497005095520503e-01,-4.437133291300692228e-01,9.728257910183122359e-01
-1.097781660705194451e+00,-1.305804090124079941e+00,2.036106800383239435e-01
1.904362906369623243e+00,-1.880794614158491029e+00,1.976572214577828612e-01
7.039388958530312657e-01,1.331668871288201217e+00,6.022991743315669888e-01
7.123111380589230990e-02,1.106769907333700509e+00,9.234136646744728338e-01
-2.623428801969336366e-01,-1.217856249894807341e+00,2.230334187352800424e-02
1.816882270991916126e+00,9.417335162800246628e-01,6.756636297614004860e-02
-1.413928064466964951e+00,1.313652633709213369e+00,4.671529215615464192e-01
-1.762799921814536264e+00,-1.738505910930268517e+00,4.333690827864153938e-01
-1.381856054607133455e-01,1.017213166963174764e+00,9.383330275255963304e-02
-2.525465169632001849e-01,1.350990929268176988e+00,6.551148293999985439e-01
4.497997194413612121e-01,-4.770285049418301337e-01,5.532358365138504430e-01
3.748091787289387078e-01,-1.494512902629865359e+00,4.042191780656928524e-01
-1.262538580956580336e+00,1.539545001409781122e+00,9.001877223458847332e-01
-1.467854664798707631e+00,7.089274856459404361e-01,2.085622511589100281e-01
-1.394336945561821750e+00,-4.800719921018403724e-02,3.614856927257451558e-01
3.342941468127613724e-01,-1.199232283985137038e+00,3.650017319551149830e-01
1.121827665950503317e+00,8.345751691517748760e-01,2.878668988557475661e-01
-7.329237298861226435e-01,-1.950748226603521207e+00,8.885618525038325721e-01
2.252579152601525969e-01,1.035598580882341135e+00,9.939875392880325178e-01
-1.910777077637808130e+00,1.972921534161172108e+00,8.311343262498553930e-01
1.720594495416500891e-01,1.460821070463868221e+00,3.151003755020163055e-01
-1.265463725258845873e+00,-7.997305434415102887e-01,7.820975297079739708e-01
-4.220843820821555958e-01,9.091943014089260977e-01,2.417726804589729328e-01
2.092022480837645748e+00,-1.858711719416020980e+00,5.886250254229713486e-01
1.584480873265308176e+00,-5.325652578223971645e-02,1.668814707706440803e-01
-6.320735995540691654e-01,-9.766171289073692918e-01,2.199276100079794460e-02
-1.249077620088189899e+00,-1.422018166000309503e+00,5.119530478833147491e-01
-1.776849205356165751e-01,1.631859462092970503e-01,8.283241392144765625e-01
4.524421641287359463e-01,-2.294575554760460712e-01,8.217731059305410923e-02
1.106923359144369901e+00,-1.223534960837072028e+00,3.041043468463918709e-01
9.102653323404923391e-01,-7.208801832840803225e-01,1.567018150216058503e-01
-3.835358195536211490e-01,-4.420782479350018335e-01,1.606348340024427168e-01
1.308398562973467349e+00,-9.375417525720080025e-01,1.294186537116707170e-01
1.051051113864913678e+00,8.203807905855837745e-01,2.045287840901849341e-01
-3.476998653672722650e-01,-1.170891729649656821e-01,9.531752648106650572e-01
-7.903931297827588853e-01,-1.391777312294987468e+00,7.424309747873395482e-01
1.122316094727915381e+00,4.354788795058008866e-01,8.258015634885372824e-01
4.311682029038488295e-01,1.715656412936922504e+00,7.781042027849019993e-01
1.103408524668546331e+00,-1.564348686251857412e+00,8.562066524537825796e-01
4.293183181911950363e-01,6.793024377313794382e-01,5.226961206821012507e-01
-1.490849643011311176e+00,-2.939458904359972813e-01,4.900947768952564898e-01
1.120419373978337241e+00,7.788885915672612015e-01,5.475733094631679565e-01
-1.649331915357183931e-01,-5.123738124503798286e-01,3.244236551022957604e-01
-2.758263443390251979e-03,8.280646808376768142e-01,2.979577916737791154e-01
1.887583982222804657e+00,-6.121816276342353369e-01,9.214856705557228356e-01
-4.207546195194251659e-01,-1.083776297482212492e+00,5.755287616836611830e-01
-1.299002908887180396e+00,-2.003948329045803334e+00,1.323117853489362838e-01
1.086069716567318544e+00,-3.336857909604979966e-01,5.925303157035951562e-01
4.088896608973944247e-01,1.555228035209638371e+00,2.848616582543579412e-01
-1.485288017626207324e-01,-1.664016867553956613e+00,7.192565018550978184e-02
-1.875910229724931044e+00,-2.025967247294420126e-01,1.888539772904493930e-01
1.762937418432200865e+00,1.675876318057959669e+00,1.014649984737214794e-01
1.212199756975590237e+00,-1.854808969242712546e+00,1.687814066963494453e-01
-3.954373677804499110e-01,-9.773932291833233865e-01,8.422181216599334830e-01
-1.863368153494044943e-01,1.005989541202729320e+00,5.509442084632559800e-01
-2.098568626997044717e+00,-1.164618214648008188e+00,3.111993609143330897e-01
1.196398400484522284e+00,1.013626069865412926e+00,8.043536528450447864e-01
2.057250990032756466e+00,-1.890239076984652655e+00,4.805283185536509682e-01
1.100440191980671667e+00,1.675211226984229640e+00,4.449834746560921150e-01
2.016374616382698992e+00,4.615073660927291321e-01,4.953687504696969723e-01
-6.396845315440586877e-01,2.023860276855831142e+00,3.881700321191906555e-01
9.702026065839524094e-01,1.115600475979933837e+00,6.445369748028554335e-01
-4.225077663313681064e-01,-1.741002232190031807e+00,1.505354648921337635e-01
-9.534504058910651114e-01,1.274359338036165745e+00,8.303677269157540008e-01
2.036887490411519952e+00,1.376450032138168744e+00,2.137860293416350421e-01
-1.486017644741324473e+00,-4.187821260111164179e-01,5.620154578648682842e-01
4.276356117848636451e-01,9.626967291343588862e-01,1.531833325062659235e-01
-8.355741654376558358e-02,4.180598850702992308e-01,9.587352002777460580e-01
6.107144976756102572e-01,-5.162795651773932626e-01,2.284929261754573560e-01
1.927543364706921114e+00,-3.243964436786241912e-01,4.376794068346712141e-01
-1.310910887547632075e+00,-2.044635243422750825e+00,9.930668594850721176e-01
